裂	O
增	O
殖	O
，	O
增	O
加	O
幼	O
鼠	O
胸	O
腺	O
指	O
数	O
；	O
增	O
强	O
小	O
鼠	O
腹	O
腔	O
巨	O
噬	O
细	O
胞	O
吞	O
噬	O
鸡	O
红	O
细	O
胞	O
的	O
能	O
力	O
。	O
 	O
具	O
有	O
抗	O
炎	O
作	O
用	O
。	O
本	O
品	O
能	O
抑	O
制	O
巴	O
豆	O
油	O
所	O
致	O
小	O
鼠	O
耳	O
廓	O
肿	O
胀	O
，	O
抑	O
制	O
角	O
叉	O
菜	O
胶	O
所	O
致	O
的	O
大	O
鼠	O
足	O
肿	O
胀	O
及	O
大	O
鼠	O
棉	O
球	O
肉	O
芽	O
肿	O
的	O
形	O
成	O
，	O
也	O
能	O
抑	O
制	O
羧	O
甲	O
基	O
纤	O
维	O
素	O
所	O
致	O
腹	O
腔	O
渗	O
出	O
液	O
中	O
白	O
细	O
胞	O
总	O
数	O
的	O
增	O
多	O
。	O
 	O
 	O
1	O
、	O
忌	O
食	O
寒	O
凉	O
、	O
生	O
冷	O
食	O
物	O
。	O
 	O
2	O
、	O
服	O
药	O
期	O
间	O
不	O
宜	O
喝	O
茶	O
和	O
吃	O
萝	O
卜	O
，	O
不	O
宜	O
同	O
时	O
服	O
用	O
藜	B-DRUG_INGREDIENT
芦	E-DRUG_INGREDIENT
、	O
五	B-DRUG_INGREDIENT
灵	I-DRUG_INGREDIENT
脂	E-DRUG_INGREDIENT
、	O
皂	B-DRUG_INGREDIENT
荚	E-DRUG_INGREDIENT
萝	B-FOOD
卜	E-FOOD
，	O
不	O
宜	O
同	O
时	O
服	O
用	O
藜	O
芦	O
、	O
五	O
灵	O
脂	O
、	O
皂	O
荚	O
或	O
其	O
制	O
剂	O
。	O
 	O
　	O
　	O
3	O
、	O
感	O
冒	O
时	O
不	O
宜	O
服	O
用	O
本	O
药	O
。	O
 	O
　	O
　	O
4	O
、	O
月	O
经	O
过	O
多	O
者	O
不	O
宜	O
服	O
用	O
本	O
药	O
，	O
带	O
下	O
量	O
多	O
气	O
臭	O
者	O
应	O
去	O
医	O
院	O
就	O
诊	O
。	O
 	O
　	O
　	O
5	O
、	O
平	O
素	O
月	O
经	O
正	O
常	O
，	O
突	O
然	O
出	O
现	O
月	B-SYMPTOM
经	I-SYMPTOM
量	I-SYMPTOM
少	E-SYMPTOM
，	O
或	O
月	B-SYMPTOM
经	I-SYMPTOM
错	I-SYMPTOM
后	E-SYMPTOM
，	O
或	O
阴	B-SYMPTOM
道	I-SYMPTOM
不	I-SYMPTOM
规	I-SYMPTOM
则	I-SYMPTOM
出	I-SYMPTOM
血	E-SYMPTOM
应	O
去	O
医	O
院	O
就	O
诊	O
。	O
 	O
　	O
　	O
6	O
、	O
按	O
照	O
用	O
法	O
用	O
量	O
服	O
用	O
，	O
长	O
期	O
服	O
用	O
应	O
向	O
医	O
师	O
咨	O
询	O
。	O
 	O
　	O
　	O
7	O
、	O
服	O
药	O
二	O
周	O
症	O
状	O
无	O
改	O
善	O
，	O
应	O
去	O
医	O
院	O
就	O
诊	O
。	O
 	O
　	O
　	O
8	O
、	O
对	O
该	O
品	O
过	O
敏	O
者	O
禁	O
用	O
，	O
过	B-PERSON_GROUP
敏	I-PERSON_GROUP
体	I-PERSON_GROUP
质	I-PERSON_GROUP
者	E-PERSON_GROUP
慎	O
用	O
。	O
 	O
　	O
　	O
9	O
、	O
该	O
品	O
性	O
状	O
发	O
生	O
改	O
变	O
时	O
禁	O
止	O
使	O
用	O
。	O
 	O
　	O
　	O
1	O
0	O
、	O
请	O
将	O
该	O
品	O
放	O
在	O
儿	O
童	O
不	O
能	O
接	O
触	O
的	O
地	O
方	O
。	O
 	O
 	O
口	O
服	O
，	O
一	O
次	O
9	O
克	O
，	O
一	O
日	O
2	O
次	O
。	O
 	O
 	O
尚	O
不	O
明	O
确	O
。	O
 	O
 	O
9	O
g	O
*	O
1	O
0	O
袋	O
 	O

 	O
6	O
0	O
片	O
/	O
盒	O
。	O
 	O
 	O
0	O
.	O
3	O
5	O
g	O
*	O
6	O
0	O
s	O
 	O
 	O
尚	O
不	O
明	O
确	O
。	O
 	O
 	O
非	O
处	O
方	O
药	O
物	O
（	O
甲	O
类	O
）	O
 	O
 	O
云	O
南	O
白	O
药	O
集	O
团	O
股	O
份	O
有	O
限	O
公	O
司	O
 	O
 	O
1	O
,	O
忌	O
辛	O
辣	O
,	O
生	O
冷	O
,	O
油	O
腻	O
食	O
物	O
。	O
 	O
2	O
,	O
凡	O
脾	B-SYMPTOM
胃	I-SYMPTOM
虚	I-SYMPTOM
弱	E-SYMPTOM
,	O
食	O
入	O
难	O
化	O
,	O
呕	B-SYMPTOM
吐	E-SYMPTOM
泄	B-SYMPTOM
泻	E-SYMPTOM
,	O
腹	B-SYMPTOM
胀	E-SYMPTOM
便	B-SYMPTOM
溏	E-SYMPTOM
,	O
咳	B-SYMPTOM
嗽	E-SYMPTOM
痰	B-SYMPTOM
多	E-SYMPTOM
者	O
忌	O
服	O
。	O
 	O
3	O
,	O
不	O
宜	O
和	O
感	O
冒	O
类	O
药	O
同	O
时	O
服	O
用	O
。	O
 	O
4	O
,	O
服	O
药	O
同	O
时	O
不	O
宜	O
服	O
用	O
藜	B-DRUG_INGREDIENT
芦	E-DRUG_INGREDIENT
及	O
其	O
制	O
剂	O
。	O
 	O
5	O
,	O
高	B-DISEASE
血	I-DISEASE
压	E-DISEASE
,	O
糖	B-DISEASE
尿	I-DISEASE
病	E-DISEASE
患	O
者	O
或	O
正	O
在	O
接	O
受	O
其	O
他	O
药	O
物	O
治	O
疗	O
的	O
患	O
者	O
应	O
在	O
医	O
师	O
指	O
导	O
下	O
服	O
用	O
。	O
 	O
6	O
,	O
本	O
品	O
宜	O
饭	O
前	O
或	O
进	O
食	O
同	O
时	O
服	O
用	O
。	O
 	O
7	O
,	O
按	O
照	O
用	O
法	O
用	O
量	O
服	O
用	O
,	O
小	O
儿	O
及	O
孕	B-PERSON_GROUP
妇	E-PERSON_GROUP
者	O
应	O
在	O
医	O
师	O
指	O
导	O
下	O
服	O
用	O
。	O
 	O
8	O
,	O
服	O
药	O
期	O
间	O
出	O
现	O
血	B-SYMPTOM
压	I-SYMPTOM
上	I-SYMPTOM
升	E-SYMPTOM
,	O
面	B-SYMPTOM
红	I-SYMPTOM
皮	I-SYMPTOM
疹	E-SYMPTOM
,	O
出	O
血	O
头	O
痛	O
,	O
食	B-SYMPTOM
欲	I-SYMPTOM
不	I-SYMPTOM
振	E-SYMPTOM
,	O
恶	B-SYMPTOM
心	E-SYMPTOM
呕	B-SYMPTOM
吐	E-SYMPTOM
感	B-DISEASE_GROUP
冒	I-DISEASE_GROUP
类	I-DISEASE_GROUP
药	E-DISEASE_GROUP
同	O
时	O
服	O
用	O
。	O
 	O
4	O
,	O
服	O
药	O
同	O
时	O
不	O
宜	O
服	O
用	O
藜	O
芦	O
及	O
其	O
制	O
剂	O
。	O
 	O
5	O
,	O
高	O
血	O
压	O
,	O
糖	O
尿	O
病	O
患	O
者	O
或	O
正	O
在	O
接	O
受	O
其	O
他	O
药	O
物	O
治	O
疗	O
的	O
患	O
者	O
应	O
在	O
医	O
师	O
指	O
导	O
下	O
服	O
用	O
。	O
 	O
6	O
,	O
本	O
品	O
宜	O
饭	O
前	O
或	O
进	O
食	O
同	O
时	O
服	O
用	O
。	O
 	O
7	O
,	O
按	O
照	O
用	O
法	O
用	O
量	O
服	O
用	O
,	O
小	O
儿	O
及	O
孕	O
妇	O
者	O
应	O
在	O
医	O
师	O
指	O
导	O
下	O
服	O
用	O
。	O
 	O
8	O
,	O
服	O
药	O
期	O
间	O
出	O
现	O
血	O
压	O
上	O
升	O
,	O
面	O
红	O
皮	O
疹	O
,	O
出	O
血	O
头	O
痛	O
,	O
食	O
欲	O
不	O
振	O
,	O
恶	O
心	O
呕	O
吐	O
,	O
等	O
症	O
状	O
时	O
应	O
停	O
药	O
并	O
去	O
医	O
院	O
就	O
诊	O
。	O
 	O
9	O
,	O
药	O
品	O
性	O
状	O
发	O
生	O
改	O
变	O
时	O
禁	O
止	O
服	O
用	O
。	O
 	O
1	O
0	O
,	O
儿	B-PERSON_GROUP
童	E-PERSON_GROUP
必	O
须	O
在	O
成	B-PERSON_GROUP
人	E-PERSON_GROUP
监	O
护	O
下	O
使	O
用	O
。	O
 	O
1	O
1	O
,	O
请	O
将	O
此	O
药	O
品	O
放	O
在	O
儿	O
童	O
不	O
能	O
接	O
触	O
的	O
地	O
方	O
。	O
 	O
1	O
2	O
,	O
如	O
正	O
在	O
服	O
用	O
其	O
他	O
药	O
品	O
,	O
使	O
用	O
本	O
品	O
前	O
请	O
咨	O
询	O
医	O
师	O
或	O
药	O
师	O
。	O
 	O
 	O
口	O
服	O
，	O
一	O
次	O
5	O
～	O
6	O
片	O
，	O
一	O
日	O
2	O
次	O
。	O
 	O
 	O
非	O
处	O
方	O
药	O
物	O
（	O
甲	O
类	O
）	O
 	O
 	O
云	O
南	O
白	O
药	O
集	O
团	O
股	O
份	O
有	O
限	O
公	O
司	O
 	O
 	O
补	B-DRUG_EFFICACY
气	E-DRUG_EFFICACY
，	O
养	B-DRUG_EFFICACY
血	E-DRUG_EFFICACY
。	O
用	O
于	O
气	B-SYNDROME
血	I-SYNDROME
两	I-SYNDROME
亏	E-SYNDROME
，	O
气	B-SYMPTOM
虚	I-SYMPTOM
体	I-SYMPTOM
弱	E-SYMPTOM
，	O
肢	B-SYMPTOM
体	I-SYMPTOM
劳	I-SYMPTOM
倦	E-SYMPTOM
出	B-SYMPTOM
血	E-SYMPTOM
头	B-SYMPTOM
痛	E-SYMPTOM
 	O
本	O
品	O
为	O
糖	B-DRUG_DOSAGE
衣	I-DRUG_DOSAGE
片	E-DRUG_DOSAGE
，	O
除	O
去	O
糖	O
衣	O
后	O
显	O
黄	O
棕	O
色	O
；	O
气	B-DRUG_TASTE
香	E-DRUG_TASTE
，	O
味	B-DRUG_TASTE
甘	E-DRUG_TASTE
、	O
苦	S-DRUG_TASTE
、	O
辛	O
。	O
 	O
 	O
尚	O
不	O
明	O
确	O
。	O
 	O
 	O
6	O
0	O
片	O
/	O
盒	O
。	O
 	O
 	O
口	O
服	O
，	O
一	O
次	O
5	O
～	O
6	O
片	O
，	O
一	O
日	O
2	O
次	O
。	O
 	O
 	O
1	O
,	O
忌	O
辛	B-FOOD_GROUP
辣	E-FOOD_GROUP
,	O
生	B-FOOD_GROUP
冷	E-FOOD_GROUP
,	O
油	B-FOOD_GROUP
腻	E-FOOD_GROUP
气	B-SYNDROME
血	I-SYNDROME
两	I-SYNDROME
亏	E-SYNDROME
，	O
气	B-SYNDROME
虚	I-SYNDROME
体	I-SYNDROME
弱	E-SYNDROME
，	O
肢	O
体	O
劳	O
倦	O
。	O
 	O
 	O
尚	O
不	O
明	O
确	O
。	O
 	O
 	O
尚	O
不	O
明	O
确	O
。	O
 	O
补	B-DRUG_EFFICACY
气	E-DRUG_EFFICACY
，	O
养	B-DRUG_EFFICACY
血	E-DRUG_EFFICACY
。	O
用	O
于	O
气	O
血	O
两	O
亏	O
，	O
气	O
虚	O
体	O
弱	O
，	O
肢	B-SYMPTOM
体	I-SYMPTOM
劳	I-SYMPTOM
倦	E-SYMPTOM
。	O
 	O

 	O
湖	O
北	O
御	O
金	O
丹	O
药	O
业	O
有	O
限	O
公	O
司	O
 	O
 	O
非	O
处	O
方	O
药	O
物	O
（	O
乙	O
类	O
）	O
,	O
国	O
家	O
基	O
本	O
药	O
物	O
目	O
录	O
（	O
2	O
0	O
1	O
2	O
）	O
 	O
 	O
密	O
封	O
(	O
1	O
0	O
～	O
3	O
0	O
℃	O
)	O
。	O
 	O
 	O
每	O
袋	O
装	O
1	O
5	O
克	O
 	O
 	O
孕	B-PERSON_GROUP
妇	E-PERSON_GROUP
禁	O
用	O
。	O
 	O
 	O
尚	O
不	O
明	O
确	O
。	O
 	O
 	O
孕	B-PERSON_GROUP
妇	E-PERSON_GROUP
禁	O
用	O
。	O
 	O
 	O
活	B-DRUG_EFFICACY
血	I-DRUG_EFFICACY
调	I-DRUG_EFFICACY
经	E-DRUG_EFFICACY
。	O
用	O
于	O
血	O
瘀	O
所	O
致	O
的	O
月	O
经	O
不	O
调	O
，	O
症	O
见	O
经	B-SYMPTOM
水	I-SYMPTOM
量	I-SYMPTOM
少	E-SYMPTOM
。	O
用	O
于	O
月	B-SYMPTOM
经	I-SYMPTOM
量	I-SYMPTOM
少	E-SYMPTOM
，	O
月	B-SYMPTOM
经	I-SYMPTOM
后	I-SYMPTOM
错	E-SYMPTOM
，	O
经	B-SYMPTOM
来	I-SYMPTOM
腹	I-SYMPTOM
痛	E-SYMPTOM
月	B-SYMPTOM
经	I-SYMPTOM
不	I-SYMPTOM
调	E-SYMPTOM
 	O
开	O
水	O
冲	O
服	O
。	O
一	O
次	O
1	O
5	O
克	O
，	O
一	O
日	O
2	O
次	O
。	O
 	O
 	O
祛	B-DRUG_EFFICACY
瘀	I-DRUG_EFFICACY
生	I-DRUG_EFFICACY
新	E-DRUG_EFFICACY
。	O
 	O

 	O
清	B-DRUG_EFFICACY
热	E-DRUG_EFFICACY
，	O
通	B-DRUG_EFFICACY
淋	E-DRUG_EFFICACY
。	O
用	O
于	O
膀	O
胱	O
湿	O
热	O
，	O
小	B-SYMPTOM
便	I-SYMPTOM
浑	I-SYMPTOM
浊	E-SYMPTOM
，	O
淋	B-SYMPTOM
沥	I-SYMPTOM
作	I-SYMPTOM
痛	E-SYMPTOM
膀	O
胱	O
湿	O
热	O
 	O
通	O
化	O
振	O
霖	O
药	O
业	O
有	O
限	O
责	O
任	O
公	O
司	O
 	O
 	O
灯	O
心	O
草	O
汤	O
或	O
温	O
开	O
水	O
送	O
服	O
，	O
一	O
次	O
6	O
g	O
，	O
一	O
日	O
2	O
～	O
3	O
次	O
。	O
 	O
 	O
6	O
g	O
*	O
6	O
袋	O
*	O
3	O
盒	O
 	O

 	O
0	O
.	O
5	O
6	O
g	O
*	O
2	O
4	O
s	O
 	O
 	O
陕	O
西	O
东	O
泰	O
制	O
药	O
有	O
限	O
公	O
司	O
 	O
 	O
本	O
品	O
为	O
薄	B-DRUG_DOSAGE
膜	I-DRUG_DOSAGE
衣	I-DRUG_DOSAGE
片	E-DRUG_DOSAGE
，	O
除	O
去	O
薄	O
膜	O
衣	O
后	O
显	O
棕	O
褐	O
色	O
，	O
气	O
微	O
香	O
，	O
味	B-DRUG_TASTE
甜	E-DRUG_TASTE
、	O
微	B-DRUG_TASTE
苦	E-DRUG_TASTE
气	B-DRUG_TASTE
微	I-DRUG_TASTE
香	E-DRUG_TASTE
，	O
味	O
甜	O
、	O
微	O
苦	O
。	O
 	O
 	O
用	O
于	O
湿	O
热	O
下	O
注	O
所	O
致	O
白	O
带	O
异	O
常	O
，	O
盆	B-DISEASE
腔	I-DISEASE
炎	E-DISEASE
湿	B-SYNDROME
热	I-SYNDROME
下	I-SYNDROME
注	E-SYNDROME
所	O
致	O
白	O
带	O
异	O
常	O
，	O
盆	O
腔	O
炎	O
 	O
 	O
0	O
.	O
5	O
6	O
g	O
*	O
2	O
4	O
s	O
/	O
盒	O
。	O
 	O
 	O
清	B-DRUG_EFFICACY
热	I-DRUG_EFFICACY
利	I-DRUG_EFFICACY
湿	E-DRUG_EFFICACY
，	O
和	B-DRUG_EFFICACY
血	I-DRUG_EFFICACY
通	I-DRUG_EFFICACY
络	E-DRUG_EFFICACY
，	O
调	B-DRUG_EFFICACY
经	I-DRUG_EFFICACY
止	I-DRUG_EFFICACY
带	E-DRUG_EFFICACY
。	O
用	O
于	O
湿	B-SYNDROME
热	I-SYNDROME
下	I-SYNDROME
注	E-SYNDROME
，	O
白	B-SYMPTOM
带	I-SYMPTOM
过	I-SYMPTOM
多	E-SYMPTOM
，	O
盆	B-DISEASE
腔	I-DISEASE
炎	E-DISEASE
生	B-DISEASE_GROUP
冷	E-DISEASE_GROUP
 	O
1	O
.	O
忌	O
食	O
辛	B-FOOD_GROUP
辣	E-FOOD_GROUP
、	O
生	O
冷	O
、	O
油	B-FOOD_GROUP
腻	E-FOOD_GROUP
食	O
物	O
。	O
2	O
.	O
患	O
有	O
其	O
他	O
疾	O
病	O
者	O
，	O
应	O
在	O
医	O
师	O
指	O
导	O
下	O
服	O
用	O
。	O
3	O
.	O
脾	B-SYNDROME
虚	E-SYNDROME
大	B-SYMPTOM
便	I-SYMPTOM
溏	E-SYMPTOM
者	O
慎	O
用	O
。	O
4	O
.	O
带	B-SYMPTOM
下	I-SYMPTOM
清	I-SYMPTOM
稀	E-SYMPTOM
者	O
不	O
宜	O
选	O
用	O
。	O
伴	O
有	O
赤	B-SYMPTOM
带	E-SYMPTOM
者	O
，	O
应	O
去	O
医	O
院	O
就	O
诊	O
。	O
5	O
.	O
服	O
药	O
2	O
周	O
症	O
状	O
无	O
缓	O
解	O
，	O
应	O
去	O
医	O
院	O
就	O
诊	O
。	O
6	O
.	O
对	O
本	O
品	O
过	O
敏	O
者	O
禁	O
用	O
，	O
过	O
敏	O
体	O
质	O
者	O
慎	O
用	O
。	O
7	O
.	O
药	O
品	O
性	O
状	O
发	O
生	O
改	O
变	O
时	O
禁	O
止	O
服	O
用	O
。	O
8	O
.	O
请	O
将	O
此	O
药	O
品	O
放	O
在	O
儿	B-PERSON_GROUP
童	E-PERSON_GROUP
不	O
能	O
接	O
触	O
的	O
地	O
方	O
。	O
9	O
.	O
如	O
正	O
在	O
服	O
用	O
其	O
他	O
药	O
品	O
，	O
使	O
用	O
本	O
品	O
前	O
请	O
咨	O
询	O
医	O
师	O
或	O
药	O
师	O
。	O
 	O
 	O
孕	B-PERSON_GROUP
妇	E-PERSON_GROUP
禁	O
用	O
。	O
 	O
 	O
口	O
服	O
，	O
一	O
次	O
3	O
片	O
，	O
一	O
日	O
3	O
次	O
。	O
 	O

 	O
如	O
与	O
其	O
他	O
要	O
付	O
同	O
时	O
使	O
用	O
可	O
能	O
会	O
发	O
生	O
相	O
互	O
作	O
用	O
，	O
详	O
情	O
请	O
咨	O
询	O
医	O
师	O
或	O
药	O
师	O
。	O
 	O
 	O
孕	O
妇	O
禁	O
用	O
。	O
 	O
 	O
铝	O
塑	O
包	O
装	O
，	O
3	O
0	O
片	O
/	O
盒	O
。	O
 	O
 	O
清	B-DRUG_EFFICACY
热	I-DRUG_EFFICACY
利	I-DRUG_EFFICACY
湿	E-DRUG_EFFICACY
，	O
和	B-DRUG_EFFICACY
血	I-DRUG_EFFICACY
通	I-DRUG_EFFICACY
络	E-DRUG_EFFICACY
，	O
调	B-DRUG_EFFICACY
经	I-DRUG_EFFICACY
止	I-DRUG_EFFICACY
带	E-DRUG_EFFICACY
。	O
用	O
于	O
湿	O
热	O
下	O
注	O
，	O
白	B-SYMPTOM
带	I-SYMPTOM
过	I-SYMPTOM
多	E-SYMPTOM
过	B-PERSON_GROUP
敏	I-PERSON_GROUP
体	I-PERSON_GROUP
质	I-PERSON_GROUP
者	E-PERSON_GROUP
辛	B-DISEASE_GROUP
辣	E-DISEASE_GROUP
孕	B-PERSON_GROUP
妇	E-PERSON_GROUP
 	O
本	O
品	O
为	O
薄	B-DRUG_DOSAGE
膜	I-DRUG_DOSAGE
衣	I-DRUG_DOSAGE
片	E-DRUG_DOSAGE
，	O
除	O
去	O
包	O
衣	O
后	O
显	O
棕	O
褐	O
色	O
，	O
